feature_id,area,feature,primary_user,story,expected_behavior,entry_points,code_refs,existing_coverage,test_type,test_status,last_tested_at,tester,issue_status,error_summary,evidence,fix_refs,retest_evidence,production_notes
DOC-011,Documents,Automated reminders,Document owner,"As a document owner, I can rely on reminders so recipients complete documents on time.","Reminder jobs/actions send reminder emails only when eligible and avoid duplicate or terminal-state reminders.","Reminder settings/actions","apps/backend/convex/documents/automated_reminders.ts; apps/backend/convex/documents/reminder_email_action.ts; packages/transactional/src/emails/document-reminder.tsx","convex/documents/__tests__/automated_reminders.test.ts",integration,not_started,,manager,none,,,,,
DOC-012,Documents,Expiration handling,Document owner,"As a document owner, I can set or rely on expiration so stale documents stop being actionable.","Expiration sweep/alerts transition expired recipients/documents, send expiration emails, and keep active recipients unaffected.","Expiration cron/actions; signing expired page","apps/backend/convex/documents/expiration_sweep.ts; apps/backend/convex/documents/expiration_alerts.ts; apps/web/src/components/signing/document-expired-page.tsx; packages/transactional/src/emails/document-expired.tsx","convex/documents/__tests__/expiration_sweep.test.ts; convex/documents/__tests__/expiration_alerts.test.ts; convex/documents/__tests__/expiration_resend.test.ts",integration,not_started,,manager,none,,,,,
DOC-013,Documents,Document audit activity,Document owner,"As a document owner, I can see document activity so I understand what happened and when.","Activity queries and UI show ordered workflow events without leaking other organizations' data.","Document activity/sidebar","apps/web/src/lib/document-activity.ts; apps/backend/convex/documents/activity_queries.ts; apps/backend/convex/audit_logs","src/lib/document-activity.test.ts; convex/audit_logs/__tests__/helpers.test.ts",browser,not_started,,manager,none,,,,,
DOC-014,Documents,Edit document metadata and lifecycle,Document owner,"As a document owner, I can rename a document, cancel it, or delete it from list or detail views so I can correct mistakes or stop an unwanted send.","Document edits persist cleanly, cancellation blocks completed documents and clears pending reminders, and delete actions require explicit confirmation.","/:slug/documents/:documentId; /:slug/documents","apps/web/src/routes/_authenticated/$slug/documents/$documentId.tsx; apps/web/src/routes/_authenticated/$slug/documents/index.tsx; apps/backend/convex/documents/mutations.ts; apps/backend/convex/documents/workflow_mutations.ts; apps/backend/convex/documents/queries.ts","convex/documents/__tests__/workflow_mutations.test.ts; convex/documents/__tests__/workflow_helpers.test.ts; convex/documents/__tests__/expiration_resend.test.ts",browser,not_started,,manager,none,,,,,
RECIP-001,Recipients,Recipient management,Document owner,"As a document owner, I can edit recipients, regenerate signing tokens, copy signing links, resend invitations, or add myself so the recipient list stays correct before send.","Recipient updates validate email and role changes, preserve field assignments and ordering, and keep signing token state aligned with the email workflow.","Document editor recipient actions; /:slug/documents/:documentId","apps/web/src/components/documents/add-recipient-dialog.tsx; apps/web/src/components/documents/recipient-options-dialog.tsx; apps/web/src/components/documents/add-myself-dialog.tsx; apps/web/src/components/documents/remove-recipient-dialog.tsx; apps/backend/convex/documents/recipients_mutations.ts; apps/backend/convex/documents/recipients_queries.ts; apps/backend/convex/documents/recipient_email_action.ts","convex/documents/__tests__/recipients_mutations.test.ts; convex/documents/__tests__/recipient_helpers.test.ts; apps/web/src/components/documents/add-recipient-dialog.test.tsx",browser,not_started,,manager,none,,,,,
SIGN-004,Signing,E-sign consent gate,Recipient,"As a recipient, I must accept or decline the e-sign consent screen before I can continue the signing flow.","The consent dialog blocks signing until accepted, records consent or opt-out, and preserves a valid path to complete or abandon the session without signing.","/sign/:token","apps/web/src/components/documents/esign-consent-dialog.tsx; apps/backend/convex/documents/recipients_mutations.ts; apps/web/src/routes/sign.$token.tsx","apps/web/src/components/documents/esign-consent-dialog.test.tsx; convex/documents/__tests__/workflow_helpers.test.ts",browser,not_started,,manager,none,,,,,
SIGN-005,Signing,Dictate next signer,Recipient,"As a recipient on a sequential document, I can name the next signer when dictation is enabled so the workflow can continue without the sender restarting it.","Dictation only appears when the sender allowed it, captures the next recipient email, and advances the signing chain without breaking order enforcement.","/sign/:token","apps/web/src/components/signing/dictate-next-signer-dialog.tsx; apps/backend/convex/documents/recipients_mutations.ts; apps/web/src/routes/sign.$token.tsx; apps/web/src/components/documents/send-document-dialog.tsx","convex/documents/__tests__/signing_order_helpers.test.ts; convex/documents/__tests__/workflow_helpers.test.ts",browser,not_started,,manager,none,,,,,
TPL-002,Templates,Use template,Document owner,"As a document owner, I can start a new draft from a saved template so I can reuse common document structures without rebuilding them.","The template list exposes reusable drafts, template details preserve recipient and field structure, and starting from a template yields a fresh editable document copy.","/:slug/templates; document editor save-as-template flow","apps/web/src/routes/_authenticated/$slug/templates.tsx; apps/web/src/components/documents/save-as-template-dialog.tsx; apps/backend/convex/templates/mutations.ts; apps/backend/convex/templates/queries.ts; apps/backend/convex/api/v1/templates.ts","",browser,not_started,,manager,none,,,,,
FOL-001,Folders,Create and move folders,Workspace member,"As a workspace member, I can create folders, open breadcrumb trails, and move documents or templates into a folder so I can organize work by client or project.","Folder creation validates names and parent scope, breadcrumbs move up/down the tree, and move dialogs prevent circular folder moves or invalid destinations.","/:slug/documents; /:slug/templates","apps/web/src/components/folders/create-folder-dialog.tsx; apps/web/src/components/folders/folder-breadcrumbs.tsx; apps/web/src/components/folders/move-to-folder-dialog.tsx; apps/backend/convex/folders/mutations.ts; apps/backend/convex/folders/queries.ts","convex/folders/__tests__/folders.test.ts",browser,not_started,,manager,none,,,,,
SHR-001,Sharing,Configure document sharing,Workspace admin,"As a document owner, I can switch between private, workspace, and specific-member sharing, grant or revoke access, and change permission levels so only the right people can open the document.","The share dialog enforces plan and permission rules, updates sharing mode, and keeps the member access list in sync with notifications and audit events.","/:slug/documents; document share dialog","apps/web/src/components/documents/share-document-dialog.tsx; apps/backend/convex/documents/sharing.ts; apps/backend/convex/documents/document_shared_action.ts; packages/transactional/src/emails/document-shared.tsx; apps/web/src/routes/_authenticated/$slug/documents/index.tsx","convex/documents/sharing.test.ts; convex/api/v1/__tests__/document_access.test.ts",browser,not_started,,manager,none,,,,,
OWN-001,Ownership,Transfer document ownership,Workspace admin,"As a document owner, I can transfer a document to another active workspace member so the account has a clear current owner.","Ownership transfer only allows eligible members, updates the owner atomically, and sends the new owner a notification or email with the right document context.","/:slug/documents; transfer ownership dialog","apps/web/src/components/documents/transfer-ownership-dialog.tsx; apps/backend/convex/documents/mutations.ts; apps/backend/convex/documents/sharing.ts; apps/backend/convex/documents/ownership_transfer_action.ts; packages/transactional/src/emails/ownership-transferred.tsx","",browser,not_started,,manager,none,,,,,
REM-001,Reminders,Schedule and manage reminders,Document owner,"As a document owner, I can send manual reminders, schedule automated reminders, and cancel pending reminders so recipients are nudged at the right time.","Reminder actions reject completed recipients, schedule at the right delay, cancel pending jobs cleanly, and expose reminder history and stats for the document.","Document sidebar; send document dialog","apps/backend/convex/documents/reminders.ts; apps/backend/convex/documents/reminders_queries.ts; apps/backend/convex/documents/reminder_email_action.ts; apps/backend/convex/documents/workflow_mutations.ts; apps/web/src/components/documents/document-sidebar.tsx; apps/web/src/components/documents/send-document-dialog.tsx","convex/documents/__tests__/automated_reminders.test.ts; convex/documents/__tests__/workflow_mutations.test.ts",browser,not_started,,manager,none,,,,,
EXP-001,Expiration,Configure and reactivate expired documents,Document owner,"As a document owner, I can set a signing deadline, see documents and recipients expire when the deadline passes, and resend an expired packet to restart signing.","The send flow accepts an expiration period, the sweep marks overdue recipients/documents as expired, and resending an expired packet resets the right state without reviving already completed recipients.","/sign/:token; send document dialog","apps/web/src/components/documents/send-document-dialog.tsx; apps/backend/convex/documents/expiration_sweep.ts; apps/backend/convex/documents/expiration_alerts.ts; apps/backend/convex/documents/send_document_action.ts; apps/web/src/components/signing/document-expired-page.tsx","convex/documents/__tests__/expiration_sweep.test.ts; convex/documents/__tests__/expiration_alerts.test.ts; convex/documents/__tests__/expiration_resend.test.ts",browser,not_started,,manager,none,,,,,
PROFILE-001,Profile,Profile overview and bio,Signed-in user,"As a signed-in user, I can view my account details and edit my bio so teammates can recognize me.","The profile settings page shows my authenticated name/email, loads my stored bio, enforces the 500-character limit, saves changes through Convex, and persists the bio across reloads.","/:slug/settings/profile","apps/web/src/routes/_authenticated/$slug/settings/profile/index.tsx; apps/web/src/hooks/use-current-user.ts; apps/backend/convex/user_profiles/queries.ts; apps/backend/convex/user_profiles/mutations.ts","",browser,not_started,,manager,none,,,,,
PROFILE-002,Profile,Notification preferences,Signed-in user,"As a signed-in user, I can manage my notification preferences so I get document updates in the channels I want.","The notification settings page lets me toggle email, in-app, and desktop notifications, keeps email sub-options in sync with the master toggle, requests browser permission before enabling desktop alerts, and persists frequency/preferences.","/:slug/settings/profile/notifications","apps/web/src/routes/_authenticated/$slug/settings/profile/notifications.tsx; apps/backend/convex/user_profiles/queries.ts; apps/backend/convex/user_profiles/mutations.ts; apps/backend/convex/schemas/user_profiles.ts","",browser,not_started,,manager,none,,,,,
PROFILE-003,Profile,Profile security,Authenticated user,"As an authenticated user, I can manage security settings so account access stays controlled.","Security page exposes available account security controls and handles unsupported states gracefully.","/:slug/settings/profile/security","apps/web/src/routes/_authenticated/$slug/settings/profile/security.tsx; apps/web/src/lib/auth-runtime.better-auth.tsx","",browser,not_started,,manager,none,,,,,
PROFILE-004,Profile,Profile usage,Authenticated user,"As an authenticated user, I can view usage so I know my plan limits and consumption.","Usage page shows plan/limit data and routes to billing where needed.","/:slug/settings/profile/usage","apps/web/src/routes/_authenticated/$slug/settings/profile/usage.tsx; apps/web/src/hooks/use-subscription-limits.ts","src/hooks/use-subscription-limits.test.ts",browser,not_started,,manager,none,,,,,
PROFILE-005,Profile,Connected apps and integrations,Signed-in user,"As a signed-in user, I can review and disconnect connected apps so I can revoke third-party access when needed.","The integrations page lists connected apps and recent integration activity; disconnecting an app revokes access and records the action in activity history.","/:slug/settings/profile/integrations","apps/web/src/routes/_authenticated/$slug/settings/profile/integrations.tsx; apps/backend/convex/api_keys/queries.ts; apps/backend/convex/api_keys/mutations.ts","",browser,not_started,,manager,none,,,,,
SET-003,Settings,Audit log,Workspace admin,"As a workspace admin, I can filter and export the organization audit log so I can review what happened and when.","Audit log page is admin-only, supports date/action/user filters, expands rows for event details, exports filtered results to CSV, and does not leak cross-org events.","/:slug/settings/audit-log","apps/web/src/routes/_authenticated/$slug/settings/audit-log.tsx; apps/backend/convex/audit_logs/queries.ts; apps/backend/convex/auth.utils.ts; apps/backend/convex/api/v1/audit.ts","convex/audit_logs/__tests__/helpers.test.ts; convex/api/v1/__tests__/audit.test.ts",browser,not_started,,manager,none,,,,,
SET-004,Settings,AI settings,Workspace admin,"As a workspace admin, I can configure AI behavior so document automation follows policy.","AI settings page persists org-scoped controls and AI features respect the configured state.","/:slug/settings/ai","apps/web/src/routes/_authenticated/$slug/settings/ai.tsx; apps/backend/convex/ai","convex/ai/usage.test.ts",browser,not_started,,manager,none,,,,,
SET-005,Settings,Organization notifications,Workspace admin,"As a workspace admin, I can configure reminder and completion/viewed notification rules so the organization delivery policy matches our process.","The organization notifications page persists reminder cadence, expiration alert lead time, completion emails, and viewed notifications; validation rejects invalid schedules and out-of-range alert days; downstream reminder and expiration jobs use stored settings.","/:slug/settings/notifications","apps/web/src/routes/_authenticated/$slug/settings/notifications.tsx; apps/backend/convex/organizations/mutations.ts; apps/backend/convex/organizations/queries.ts; apps/backend/convex/documents/automated_reminders.ts; apps/backend/convex/documents/expiration_alerts.ts; apps/backend/convex/documents/viewed_notification_action.ts","convex/organizations/__tests__/settings.test.ts; convex/documents/__tests__/automated_reminders.test.ts; convex/documents/__tests__/expiration_alerts.test.ts",browser,not_started,,manager,none,,,,,
TEAM-002,Team,Member detail and role changes,Workspace admin,"As a workspace admin, I can inspect a member and change their role so permissions stay correct.","Member detail route loads selected member, supports role updates where allowed, blocks invalid/self-destructive changes, and navigates back cleanly.","/:slug/settings/team/:memberId","apps/web/src/routes/_authenticated/$slug/settings/team/$memberId.tsx; apps/web/src/components/team/role-selector.tsx; apps/backend/convex/organization_roles/mutations.ts","convex/organization_roles/__tests__/helpers.test.ts",browser,not_started,,manager,none,,,,,
PAY-003,Payments,Merchant balances,Workspace admin,"As a workspace admin, I can inspect derived balances so I know what is available for payout.","Balances page shows Vortex-derived settlement ledger, loading/error/empty states, and never pretends to be a direct provider balance.","/:slug/payments/balances","apps/web/src/routes/_authenticated/$slug/payments/balances.tsx; apps/web/src/components/payments/vortex-merchant-operational-surface.tsx; apps/backend/convex/payments/vortex_merchant_actions.ts","bun run prove:vortex-operational-payments-adoption",browser,not_started,,manager,none,,,,,"Use staging per .test-env for payment verification."
PAY-004,Payments,Payout readiness,Workspace admin,"As a workspace admin, I can see payout readiness and required actions so I know whether money can be sent out.","Payouts page shows payout profile, latest settlement and payout snapshots, and the action queue until the merchant account is ready.","/:slug/payments/payouts","apps/web/src/routes/_authenticated/$slug/payments/payouts.tsx; apps/web/src/components/payments/vortex-merchant-operational-surface.tsx; apps/backend/convex/payments/vortex_merchant_actions.ts","bun run prove:vortex-operational-payments-adoption",browser,not_started,,manager,none,,,,,"Use staging per .test-env for payment verification."
PAY-005,Payments,Payment history timeline,Workspace admin,"As a workspace admin, I can review the merchant payment event history so I can trace receipts, refunds, and invoice activity.","History page renders a Vortex-owned payment timeline summary with no embedded provider console.","/:slug/payments/history","apps/web/src/routes/_authenticated/$slug/payments/history.tsx; apps/web/src/components/payments/vortex-merchant-operational-surface.tsx; apps/backend/convex/payments/vortex_merchant_actions.ts","bun run prove:vortex-operational-payments-adoption",browser,not_started,,manager,none,,,,,"Use staging per .test-env for payment verification."
PAY-006,Payments,Disputes and tax documents,Workspace admin,"As a workspace admin, I can reach dispute and tax-document surfaces so I know when Vortex owns those workflows.","Disputes and tax pages render explicit Vortex replacement states instead of retired provider consoles.","/:slug/payments/disputes; /:slug/payments/tax","apps/web/src/routes/_authenticated/$slug/payments/disputes.tsx; apps/web/src/routes/_authenticated/$slug/payments/tax.tsx; apps/web/src/components/payments/vortex-merchant-operational-surface.tsx","bun run prove:vortex-operational-payments-adoption",browser,not_started,,manager,none,,,,,"Use staging per .test-env for payment verification."
PAY-007,Payments,Recurring document subscriptions,Workspace admin,"As a workspace admin, I can list and manage recurring document subscriptions so I can pause, resume, or cancel payment collection on active agreements.","Subscriptions page lists active recurring configs, shows status, and routes lifecycle actions through Vortex Billing-owned actions.","/:slug/payments/subscriptions","apps/web/src/routes/_authenticated/$slug/payments/subscriptions.tsx; apps/backend/convex/payments/queries.ts; apps/backend/convex/payments/subscription_actions.ts","apps/backend/convex/payments/subscription_actions.test.ts; bun run prove:vortex-operational-payments-adoption; bun run prove:vortex-payments-settings-adoption",browser,not_started,,manager,none,,,,,"Use staging per .test-env for subscription verification."
BILL-002,Billing,Subscription checkout and billing portal,Workspace admin,"As a workspace admin, I can upgrade or manage my SaaS subscription so the workspace stays on the correct plan.","Billing settings render current subscription, plan comparison, checkout launch, and billing portal access through Vortex components.","/:slug/settings/billing","apps/web/src/routes/_authenticated/$slug/settings/billing.tsx; apps/backend/convex/payments/billing_queries.ts; apps/backend/convex/payments/subscription_actions.ts","apps/backend/convex/payments/subscription_actions.test.ts; scripts/prove-seal-saas-checkout-vortex.ts; scripts/prove-seal-saas-webhook-billing-state.ts",browser,not_started,,manager,none,,,,,"Use staging per .test-env for subscription verification."
PAY-008,Payments,Merchant onboarding readiness,Workspace admin,"As a workspace admin, I can create or refresh a Vortex merchant account and complete verification so document payments can be collected.","Payments settings shows connected and not-connected states, onboarding link, verification-required state, refresh, and fee handling choices.","/:slug/settings/payments","apps/web/src/routes/_authenticated/$slug/settings/payments.tsx; apps/backend/convex/payments/merchant_account_queries.ts; apps/backend/convex/payments/merchant_account_actions.ts; apps/backend/convex/payments/merchant_account_mutations.ts","apps/backend/convex/payments/merchant_account_actions.test.ts; bun run prove:vortex-merchant-settings-adoption; bun run prove:vortex-payments-settings-adoption; bun run prove:seal-vortex-onboarding-wiring",browser,not_started,,manager,none,,,,,"Use staging per .test-env for Vortex Connect verification."
DOCPAY-001,Document payments,Hosted payment handoff during signing,Recipient/payer,"As a signer, I can open the hosted payment link from the signing flow so payment is collected before the document completes.","Payment summary shows status and totals, opens the hosted Vortex invoice URL when payable, and does not mount an in-app card-entry provider.","/sign/:token","apps/web/src/routes/sign.$token.tsx; apps/web/src/components/documents/field-inputs/payment-field-summary.tsx; apps/backend/convex/payment_fields/mutations.ts; apps/backend/convex/vortex_billing/payable_actions.ts","apps/web/src/components/documents/field-inputs/payment-field-summary.test.tsx; apps/backend/convex/payment_fields/__tests__/document_invoices_sync.test.ts; apps/backend/convex/payment_fields/__tests__/recurring_invoice_sync.test.ts; apps/backend/convex/payment_fields/__tests__/dunning.test.ts; bun run prove:seal-document-payment-vortex-local; bun run prove:seal-document-payment-vortex-live; bun run prove:seal-document-payment-vortex-paid-state",browser,not_started,,manager,none,,,,,"Sandbox settlement proof still pending; production proof pending Finix prod config."
DOCPAY-002,Document payments,Hosted document payment outcome,Recipient/payer,"As a document payer, I can complete or fail a hosted Vortex payment and Seal reflects the outcome.","Paid hosted events mark document payment paid and complete waiting document state; failed events mark uncollectible/start dunning; stale/duplicate events are handled idempotently.","Hosted Vortex payment URL; Vortex webhook to Seal","apps/backend/convex/vortex_billing/__tests__/webhook_projection.test.ts; apps/backend/convex/vortex_billing/payable_actions.ts; apps/backend/convex/payment_fields/dunning.ts","bun run audit:seal-vortex-hosted-outcomes-boundary; bun run prove:seal-document-payment-vortex-local",proof,not_started,,manager,none,,,,,"Sandbox settlement proof still pending; production proof pending Finix prod config."
DUN-001,Document payments,Payment failure recovery,Workspace admin/recipient,"As an operator, I can see failed document payments enter dunning so recovery emails and state sync keep invoices accurate.","Failed or uncollectible invoices start dunning, schedule reminder steps, and cancel or complete dunning when payment recovers or is resolved.","Payment failure handling; dunning cron","apps/backend/convex/payment_fields/dunning.ts; apps/backend/convex/payment_fields/dunning_email_action.ts; apps/backend/convex/payment_fields/mutations.ts; apps/backend/convex/schemas/document_invoices.ts","apps/backend/convex/payment_fields/__tests__/dunning.test.ts; scripts/audit-seal-vortex-hosted-outcomes-boundary.ts; scripts/prove-seal-vortex-migration-local.ts",proof,not_started,,manager,none,,,,,
CONTACT-004,Contacts,Contact detail and related documents,Workspace member,"As a workspace member, I can open a contact and see the documents tied to that email so I can work from context.","Detail page shows contact metadata, edit and delete actions, and related signed documents linked by recipient email within the org.","/:slug/contacts/:contactId","apps/web/src/routes/_authenticated/$slug/contacts/$contactId.tsx; apps/backend/convex/contacts/queries.ts; apps/backend/convex/contacts/mutations.ts","apps/backend/convex/contacts/__tests__/queries.test.ts; apps/backend/convex/contacts/__tests__/mutations.test.ts; apps/web/src/components/contacts/edit-contact-dialog.test.tsx",browser,passed,2026-07-08T14:18:30Z,manager,none,"vb auth-002 opened Bob Example detail and verified metadata, edit/delete actions, and the empty related-documents state with no matching documents in this workspace; screenshot test-results/contact-detail-bob.png",,,,
CONTACT-005,Contacts,Bulk delete contacts,Workspace member,"As a workspace member, I can bulk delete contacts so I can clean up the CRM faster.","Contacts list supports multi-select, bulk delete confirmation, and reports per-contact success or failure without deleting outside the org.","/:slug/contacts","apps/web/src/routes/_authenticated/$slug/contacts/index.tsx; apps/backend/convex/contacts/mutations.ts","apps/backend/convex/contacts/__tests__/mutations.test.ts",browser,passed,2026-07-08T14:18:30Z,manager,none,"vb auth-002 selected both contacts, confirmed bulk delete, and the list returned to the empty state; screenshot test-results/contact-bulk-delete-confirm.png and test-results/contact-bulk-delete-result.png",,,,
NOTIF-002,Notifications,Organization notification settings,Workspace admin,"As a workspace admin, I can tune reminder and document-event notification policy so the workspace sends the right outbound emails.","Organization settings persist reminder schedule, expiration alerts, completion emails, and viewed notifications.","/:slug/settings/notifications","apps/web/src/routes/_authenticated/$slug/settings/notifications.tsx; apps/backend/convex/organizations/queries.ts; apps/backend/convex/organizations/mutations.ts","apps/backend/convex/organizations/__tests__/settings.test.ts",browser,not_started,,manager,none,,,,,
NOTIF-003,Notifications,Personal notification preferences,Workspace member,"As a workspace member, I can choose how I receive notifications so my own inbox and in-app noise match my preference.","Profile settings persist email, in-app, desktop, and frequency preferences, and the notification center respects read and unread state.","/:slug/settings/profile/notifications; app shell notification popover","apps/web/src/routes/_authenticated/$slug/settings/profile/notifications.tsx; apps/web/src/components/notifications/notifications-popover.tsx; apps/backend/convex/user_profiles/mutations.ts; apps/backend/convex/notifications/index.ts","apps/web/src/components/notifications/notifications-popover.test.tsx; apps/backend/convex/notifications/__tests__/mutations.test.ts",browser,not_started,,manager,none,,,,,
AI-002,AI,AI settings toggles,Workspace admin,"As a workspace admin, I can enable or disable AI behavior so document analysis and redlines match policy.","AI settings persist org-wide controls for AI enablement, auto-analysis, and signer-visible redlines.","/:slug/settings/ai","apps/web/src/routes/_authenticated/$slug/settings/ai.tsx; apps/backend/convex/organizations/queries.ts; apps/backend/convex/organizations/mutations.ts; apps/backend/convex/ai/pipeline.ts; apps/web/src/components/documents/ai-chat-panel.tsx","apps/backend/convex/organizations/__tests__/settings.test.ts; apps/backend/convex/ai/mutations.test.ts; apps/backend/convex/ai/pipeline_mutations.test.ts",browser,not_started,,manager,none,,,,,
ANALYTICS-002,Analytics,Advanced analytics drilldowns and export,Workspace admin,"As a workspace admin, I can drill into analytics by time range, team scope, export data, and member activity so I can understand workflow performance.","Analytics page supports custom date ranges, scope switching, tabs for email engagement, timing, templates, and members, plus org-safe export data.","/:slug/analytics","apps/web/src/routes/_authenticated/$slug/analytics.tsx; apps/backend/convex/dashboard/queries.ts; apps/backend/convex/dashboard/analytics_queries.ts; apps/web/src/components/dashboard/export-data-dialog.tsx","apps/backend/convex/dashboard/__tests__/analytics_queries.test.ts",browser,not_started,,manager,none,,,,,
OPS-001,Operations,Production readiness and proof boundary,Operator,"As an operator, I can run readiness and proof scripts so production document-payment money movement only expands after the configured boundary passes.","Readiness checks validate Seal and Vortex env shape, proof scripts verify checkout, hosted payment, settlement, and retirement boundaries, and live money proof stays explicit.","scripts/audit-seal-vortex-production-readiness.ts; scripts/audit-seal-vortex-production-proof-boundary.ts; scripts/prove-seal-vortex-production-proof-boundary.ts; scripts/prove-seal-document-payment-vortex-live.ts; scripts/prove-seal-document-payment-vortex-paid-state.ts","scripts/audit-seal-vortex-production-readiness.ts; scripts/audit-seal-vortex-production-proof-boundary.ts; scripts/prove-seal-vortex-production-proof-boundary.ts; scripts/prove-seal-document-payment-vortex-live.ts; scripts/prove-seal-document-payment-vortex-paid-state.ts; apps/backend/convex/vortex_billing/proof_actions.ts","",proof,not_started,,manager,none,,,,,"Do not widen routing until the proof boundary passes."
API-002,Public API,"Workspace/account, members, settings, analytics, and audit",Developer,"As a developer, I can read workspace metadata, membership, configuration, analytics, and audit history through the API.","Requests are authenticated and org-scoped, return stable shapes and errors, and support filtering or pagination where the module exposes it.","/api/v1/account; /api/v1/members; /api/v1/settings; /api/v1/analytics; /api/v1/audit","apps/backend/convex/api/v1/account.ts; apps/backend/convex/api/v1/members.ts; apps/backend/convex/api/v1/settings.ts; apps/backend/convex/api/v1/analytics.ts; apps/backend/convex/api/v1/audit.ts; apps/backend/convex/api/v1/index.ts","convex/api/v1/__tests__/analytics.test.ts; convex/api/v1/__tests__/audit.test.ts; convex/api/v1/__tests__/members.test.ts; convex/api/v1/__tests__/settings.test.ts",api,not_started,,manager,none,,,,,
API-003,Public API,Document workflow resources,Developer,"As a developer, I can create, inspect, and sign workflow resources through the API.","Document, recipient, and signature endpoints stay org-scoped, surface signing URLs only when valid, and preserve workflow state and audit fields.","/api/v1/documents; /api/v1/recipients; /api/v1/signatures","apps/backend/convex/api/v1/documents.ts; apps/backend/convex/api/v1/recipients.ts; apps/backend/convex/api/v1/signatures.ts; apps/backend/convex/api/v1/index.ts","convex/api/v1/__tests__/document_access.test.ts; convex/documents/__tests__/workflow_helpers.test.ts; convex/documents/__tests__/recipients_mutations.test.ts; convex/signatures/__tests__/helpers.test.ts",api,not_started,,manager,none,,,,,
API-004,Public API,"Templates, uploads, and webhooks",Developer,"As a developer, I can manage reusable templates, generate upload URLs, and configure webhooks through the API.","Template, upload, and webhook endpoints validate inputs, honor org access, and return typed responses with delivery or configuration state.","/api/v1/templates; /api/v1/uploads; /api/v1/webhooks","apps/backend/convex/api/v1/templates.ts; apps/backend/convex/api/v1/uploads.ts; apps/backend/convex/api/v1/webhooks.ts; apps/backend/convex/api/v1/index.ts","convex/webhooks/__tests__/delivery.test.ts; convex/webhooks/__tests__/publish.test.ts; convex/webhooks/__tests__/slack_formatter.test.ts; convex/webhooks/__tests__/slack_publish.test.ts",api,not_started,,manager,none,,,,,
EMAIL-002,Transactional emails,Account and workspace lifecycle emails,Sender/admin,"As a sender or workspace admin, I receive the correct transactional email for onboarding and document lifecycle events.","The package renders every exported template, backend actions choose the matching template for each event, and generated HTML stays consistent across invitation, reminder, completion, expiration, team, and ownership-change flows.","apps/backend/convex/documents/email.ts; apps/backend/convex/documents/ownership_transfer_action.ts; packages/transactional/src/index.tsx","packages/transactional/src/emails/welcome.tsx; packages/transactional/src/emails/team-invitation.tsx; packages/transactional/src/emails/signing-complete.tsx; packages/transactional/src/emails/ownership-transferred.tsx; packages/transactional/src/emails/document-invitation.tsx; packages/transactional/src/emails/document-reminder.tsx; packages/transactional/src/emails/document-completed.tsx; packages/transactional/src/emails/document-expiration-alert.tsx; packages/transactional/src/emails/document-expired.tsx; packages/transactional/src/emails/document-viewed.tsx; packages/transactional/src/emails/document-shared.tsx","convex/emails/__tests__/resend_component.test.ts; convex/workflows/__tests__/document_completion_steps.test.ts",email,not_started,,manager,none,,,,,
LANDING-002,Marketing,Secondary public pages,Visitor,"As a visitor, I can browse comparison, integrations, changelog, and legal pages so I can evaluate Seal and trust it before sign-up.","Secondary routes render with correct metadata, internal navigation, and content pages load slugged entries without broken links.","/compare; /integrations; /changelog; /changelog/:slug; /privacy-policy; /terms-of-service; /pages/:slug","apps/landing/src/routes/compare.tsx; apps/landing/src/routes/integrations.tsx; apps/landing/src/routes/changelog.tsx; apps/landing/src/routes/changelog.$slug.tsx; apps/landing/src/routes/privacy-policy.tsx; apps/landing/src/routes/terms-of-service.tsx; apps/landing/src/routes/pages.$slug.tsx; apps/landing/src/components/layout/navbar.tsx; apps/landing/src/components/layout/footer.tsx","",browser,not_started,,manager,none,,,,,
LANDING-003,Developer Docs,Docs and developer reference,Developer,"As a developer, I can navigate docs and developer docs so I can integrate Seal without guessing endpoints.","Docs trees, nested page loaders, search, API reference pages, table of contents, and last-updated metadata render for both docs and developer routes.","/docs; /docs/*; /developer; /developer/*","apps/landing/src/routes/docs.tsx; apps/landing/src/routes/docs/$.tsx; apps/landing/src/routes/developer.tsx; apps/landing/src/routes/developer/$.tsx; apps/landing/src/lib/docs/manifest.ts; apps/landing/src/lib/docs/server-source.ts; apps/landing/src/components/api-page.tsx","",browser,not_started,,manager,none,,,,,
SDK-002,React SDK,Embed configuration and host control,Developer,"As an integrator, I can configure the signing embed and control it from my app shell.","The iframe respects base URL, theme, and decline visibility settings, validates message origins, emits typed lifecycle callbacks, and exposes a working imperative close handle.","packages/react-sdk","packages/react-sdk/src/SealSigningEmbed.tsx; packages/react-sdk/src/types.ts; packages/react-sdk/src/index.ts","",unit,not_started,,manager,none,,,,,
PKG-001,Package surfaces,Vortex Payments package surfaces,Integrator,"As an integrator, I can import the Vortex Payments package and launch hosted or embedded payment surfaces from code.","Package exports resolve cleanly, surface definitions stay in sync with React helpers, and hosted/embedded components are available for checkout, portal, billing, receipts, and merchant workflows.","packages/vortex-payments","packages/vortex-payments/src/index.ts; packages/vortex-payments/src/react.ts; packages/vortex-payments/src/react/components.ts; packages/vortex-payments/src/react-native.ts; packages/vortex-payments/src/surfaces/index.ts; packages/vortex-payments/src/surfaces/catalog.ts","apps/web/e2e/tests/vortex-payments-surfaces.e2e.ts",unit,not_started,,manager,none,,,,,
